item,family,found,page,definition_count,branch_risk,randomized,multiple_select,dynamic_text,raw_snippet,proxy_text,parent_fallback,item_specific_text,wave,paired_coverage,n_unique,entropy_nats
CC20_300d_5,CC20_300,True,19,1,False,False,True,False,"Questionnaire [CC20_300d] {multiple} In the past 24 hours, did you do any of the following on social media (such as Facebook, Youtube or Twitter)? shown if shown if 1 in CC20_300 (Allows multiple selections) ▢ [1] Posted a story, photo, video or link about politics ▢ [2] Posted a comment about politics ▢ [3] Read a story or watched a video about politics ▢ [4] Followed a political event ▢ [5] Forwarded a story, photo, video or link about politics to friends ▢ [6] None of the above varlabel: None","CC20_300d_5 [CC20_300d] {multiple} In the past 24 hours, did you do any of the following on social media (such as Facebook, Youtube or Twitter)? shown if shown if 1 in CC20_300 (Allows multiple selections) ▢ [1] Posted a story, photo, video or link about politics ▢ [2] Posted a comment about politics ▢ [3] Read a story or watched a video about politics ▢ [4] Followed a political event ▢ [5] Forwarded a story, photo, video or link about politics to friends ▢ [6] None of the above",CC20_300d,False,source_pre,0.7456499388954627,2,0.5801676556094569
CC20_300d_6,CC20_300,True,19,1,False,False,True,False,"Questionnaire [CC20_300d] {multiple} In the past 24 hours, did you do any of the following on social media (such as Facebook, Youtube or Twitter)? shown if shown if 1 in CC20_300 (Allows multiple selections) ▢ [1] Posted a story, photo, video or link about politics ▢ [2] Posted a comment about politics ▢ [3] Read a story or watched a video about politics ▢ [4] Followed a political event ▢ [5] Forwarded a story, photo, video or link about politics to friends ▢ [6] None of the above varlabel: None","CC20_300d_6 [CC20_300d] {multiple} In the past 24 hours, did you do any of the following on social media (such as Facebook, Youtube or Twitter)? shown if shown if 1 in CC20_300 (Allows multiple selections) ▢ [1] Posted a story, photo, video or link about politics ▢ [2] Posted a comment about politics ▢ [3] Read a story or watched a video about politics ▢ [4] Followed a political event ▢ [5] Forwarded a story, photo, video or link about politics to friends ▢ [6] None of the above",CC20_300d,False,source_pre,0.7234001280285542,2,0.6131282251195984
CC20_302,CC20_302,True,20,1,False,False,False,False,[CC20_302] {single} Would you say that OVER THE PAST YEAR the nation's economy has ... (Allows one selection) ◯ [1] Gotten much better ◯ [2] Gotten somewhat better ◯ [3] Stayed about the same ◯ [4] Gotten somewhat worse ◯ [5] Gotten much worse ◯ [6] Not sure varlabel: None,[CC20_302] {single} Would you say that OVER THE PAST YEAR the nation's economy has ... (Allows one selection) ◯ [1] Gotten much better ◯ [2] Gotten somewhat better ◯ [3] Stayed about the same ◯ [4] Gotten somewhat worse ◯ [5] Gotten much worse ◯ [6] Not sure,,True,source_pre,0.9982347578126516,6,1.4684927749973486
CC20_303,CC20_303,True,21,1,False,False,False,False,"[CC20_303] {single} OVER THE PAST YEAR, has your household's annual income…? (Allows one selection) ◯ [1] Increased a lot ◯ [2] Increased somewhat ◯ [3] Stayed about the same ◯ [4] Decreased somewhat ◯ [5] Decreased a lot varlabel: None","[CC20_303] {single} OVER THE PAST YEAR, has your household's annual income…? (Allows one selection) ◯ [1] Increased a lot ◯ [2] Increased somewhat ◯ [3] Stayed about the same ◯ [4] Decreased somewhat ◯ [5] Decreased a lot",,True,source_pre,0.9987003161917324,5,1.2666130216247058
CC20_305_1,CC20_305,True,22,1,False,False,True,False,[CC20_305] {multiple} Over the past year have you... (Allows multiple selections) ▢ [1] Married ▢ [2] Lost a job ▢ [3] Finished school ▢ [4] Retired ▢ [5] Divorced ▢ [6] Had a child ▢ [7] Taken a new job ▢ [9] Been a victim of a crime ▢ [10] Visited an emergency room ▢ [11] Visited a doctor for a regular examination ▢ [12] Received a raise at work ▢ [13] Had a pay cut at work varlabel: None,CC20_305_1 [CC20_305] {multiple} Over the past year have you... (Allows multiple selections) ▢ [1] Married ▢ [2] Lost a job ▢ [3] Finished school ▢ [4] Retired ▢ [5] Divorced ▢ [6] Had a child ▢ [7] Taken a new job ▢ [9] Been a victim of a crime ▢ [10] Visited an emergency room ▢ [11] Visited a doctor for a regular examination ▢ [12] Received a raise at work ▢ [13] Had a pay cut at work,CC20_305,False,source_pre,1.0,2,0.1290637957603295
CC20_305_10,CC20_305,True,22,1,False,False,True,False,[CC20_305] {multiple} Over the past year have you... (Allows multiple selections) ▢ [1] Married ▢ [2] Lost a job ▢ [3] Finished school ▢ [4] Retired ▢ [5] Divorced ▢ [6] Had a child ▢ [7] Taken a new job ▢ [9] Been a victim of a crime ▢ [10] Visited an emergency room ▢ [11] Visited a doctor for a regular examination ▢ [12] Received a raise at work ▢ [13] Had a pay cut at work varlabel: None,CC20_305_10 [CC20_305] {multiple} Over the past year have you... (Allows multiple selections) ▢ [1] Married ▢ [2] Lost a job ▢ [3] Finished school ▢ [4] Retired ▢ [5] Divorced ▢ [6] Had a child ▢ [7] Taken a new job ▢ [9] Been a victim of a crime ▢ [10] Visited an emergency room ▢ [11] Visited a doctor for a regular examination ▢ [12] Received a raise at work ▢ [13] Had a pay cut at work,CC20_305,False,source_pre,1.0,2,0.4694116561057708
CC20_305_11,CC20_305,True,22,1,False,False,True,False,[CC20_305] {multiple} Over the past year have you... (Allows multiple selections) ▢ [1] Married ▢ [2] Lost a job ▢ [3] Finished school ▢ [4] Retired ▢ [5] Divorced ▢ [6] Had a child ▢ [7] Taken a new job ▢ [9] Been a victim of a crime ▢ [10] Visited an emergency room ▢ [11] Visited a doctor for a regular examination ▢ [12] Received a raise at work ▢ [13] Had a pay cut at work varlabel: None,CC20_305_11 [CC20_305] {multiple} Over the past year have you... (Allows multiple selections) ▢ [1] Married ▢ [2] Lost a job ▢ [3] Finished school ▢ [4] Retired ▢ [5] Divorced ▢ [6] Had a child ▢ [7] Taken a new job ▢ [9] Been a victim of a crime ▢ [10] Visited an emergency room ▢ [11] Visited a doctor for a regular examination ▢ [12] Received a raise at work ▢ [13] Had a pay cut at work,CC20_305,False,source_pre,1.0,2,0.66873168434308
CC20_305_12,CC20_305,True,22,1,False,False,True,False,[CC20_305] {multiple} Over the past year have you... (Allows multiple selections) ▢ [1] Married ▢ [2] Lost a job ▢ [3] Finished school ▢ [4] Retired ▢ [5] Divorced ▢ [6] Had a child ▢ [7] Taken a new job ▢ [9] Been a victim of a crime ▢ [10] Visited an emergency room ▢ [11] Visited a doctor for a regular examination ▢ [12] Received a raise at work ▢ [13] Had a pay cut at work varlabel: None,CC20_305_12 [CC20_305] {multiple} Over the past year have you... (Allows multiple selections) ▢ [1] Married ▢ [2] Lost a job ▢ [3] Finished school ▢ [4] Retired ▢ [5] Divorced ▢ [6] Had a child ▢ [7] Taken a new job ▢ [9] Been a victim of a crime ▢ [10] Visited an emergency room ▢ [11] Visited a doctor for a regular examination ▢ [12] Received a raise at work ▢ [13] Had a pay cut at work,CC20_305,False,source_pre,1.0,2,0.4022377907006078
CC20_305_13,CC20_305,True,22,1,False,False,True,False,[CC20_305] {multiple} Over the past year have you... (Allows multiple selections) ▢ [1] Married ▢ [2] Lost a job ▢ [3] Finished school ▢ [4] Retired ▢ [5] Divorced ▢ [6] Had a child ▢ [7] Taken a new job ▢ [9] Been a victim of a crime ▢ [10] Visited an emergency room ▢ [11] Visited a doctor for a regular examination ▢ [12] Received a raise at work ▢ [13] Had a pay cut at work varlabel: None,CC20_305_13 [CC20_305] {multiple} Over the past year have you... (Allows multiple selections) ▢ [1] Married ▢ [2] Lost a job ▢ [3] Finished school ▢ [4] Retired ▢ [5] Divorced ▢ [6] Had a child ▢ [7] Taken a new job ▢ [9] Been a victim of a crime ▢ [10] Visited an emergency room ▢ [11] Visited a doctor for a regular examination ▢ [12] Received a raise at work ▢ [13] Had a pay cut at work,CC20_305,False,source_pre,1.0,2,0.2683622613259498
CC20_305_2,CC20_305,True,22,1,False,False,True,False,[CC20_305] {multiple} Over the past year have you... (Allows multiple selections) ▢ [1] Married ▢ [2] Lost a job ▢ [3] Finished school ▢ [4] Retired ▢ [5] Divorced ▢ [6] Had a child ▢ [7] Taken a new job ▢ [9] Been a victim of a crime ▢ [10] Visited an emergency room ▢ [11] Visited a doctor for a regular examination ▢ [12] Received a raise at work ▢ [13] Had a pay cut at work varlabel: None,CC20_305_2 [CC20_305] {multiple} Over the past year have you... (Allows multiple selections) ▢ [1] Married ▢ [2] Lost a job ▢ [3] Finished school ▢ [4] Retired ▢ [5] Divorced ▢ [6] Had a child ▢ [7] Taken a new job ▢ [9] Been a victim of a crime ▢ [10] Visited an emergency room ▢ [11] Visited a doctor for a regular examination ▢ [12] Received a raise at work ▢ [13] Had a pay cut at work,CC20_305,False,source_pre,1.0,2,0.3183349348002611
CC20_305_3,CC20_305,True,22,1,False,False,True,False,[CC20_305] {multiple} Over the past year have you... (Allows multiple selections) ▢ [1] Married ▢ [2] Lost a job ▢ [3] Finished school ▢ [4] Retired ▢ [5] Divorced ▢ [6] Had a child ▢ [7] Taken a new job ▢ [9] Been a victim of a crime ▢ [10] Visited an emergency room ▢ [11] Visited a doctor for a regular examination ▢ [12] Received a raise at work ▢ [13] Had a pay cut at work varlabel: None,CC20_305_3 [CC20_305] {multiple} Over the past year have you... (Allows multiple selections) ▢ [1] Married ▢ [2] Lost a job ▢ [3] Finished school ▢ [4] Retired ▢ [5] Divorced ▢ [6] Had a child ▢ [7] Taken a new job ▢ [9] Been a victim of a crime ▢ [10] Visited an emergency room ▢ [11] Visited a doctor for a regular examination ▢ [12] Received a raise at work ▢ [13] Had a pay cut at work,CC20_305,False,source_pre,1.0,2,0.1040172614346336
CC20_305_4,CC20_305,True,22,1,False,False,True,False,[CC20_305] {multiple} Over the past year have you... (Allows multiple selections) ▢ [1] Married ▢ [2] Lost a job ▢ [3] Finished school ▢ [4] Retired ▢ [5] Divorced ▢ [6] Had a child ▢ [7] Taken a new job ▢ [9] Been a victim of a crime ▢ [10] Visited an emergency room ▢ [11] Visited a doctor for a regular examination ▢ [12] Received a raise at work ▢ [13] Had a pay cut at work varlabel: None,CC20_305_4 [CC20_305] {multiple} Over the past year have you... (Allows multiple selections) ▢ [1] Married ▢ [2] Lost a job ▢ [3] Finished school ▢ [4] Retired ▢ [5] Divorced ▢ [6] Had a child ▢ [7] Taken a new job ▢ [9] Been a victim of a crime ▢ [10] Visited an emergency room ▢ [11] Visited a doctor for a regular examination ▢ [12] Received a raise at work ▢ [13] Had a pay cut at work,CC20_305,False,source_pre,1.0,2,0.1465777767437152
CC20_305_5,CC20_305,True,22,1,False,False,True,False,[CC20_305] {multiple} Over the past year have you... (Allows multiple selections) ▢ [1] Married ▢ [2] Lost a job ▢ [3] Finished school ▢ [4] Retired ▢ [5] Divorced ▢ [6] Had a child ▢ [7] Taken a new job ▢ [9] Been a victim of a crime ▢ [10] Visited an emergency room ▢ [11] Visited a doctor for a regular examination ▢ [12] Received a raise at work ▢ [13] Had a pay cut at work varlabel: None,CC20_305_5 [CC20_305] {multiple} Over the past year have you... (Allows multiple selections) ▢ [1] Married ▢ [2] Lost a job ▢ [3] Finished school ▢ [4] Retired ▢ [5] Divorced ▢ [6] Had a child ▢ [7] Taken a new job ▢ [9] Been a victim of a crime ▢ [10] Visited an emergency room ▢ [11] Visited a doctor for a regular examination ▢ [12] Received a raise at work ▢ [13] Had a pay cut at work,CC20_305,False,source_pre,1.0,2,0.0558668935724457
CC20_305_6,CC20_305,True,22,1,False,False,True,False,[CC20_305] {multiple} Over the past year have you... (Allows multiple selections) ▢ [1] Married ▢ [2] Lost a job ▢ [3] Finished school ▢ [4] Retired ▢ [5] Divorced ▢ [6] Had a child ▢ [7] Taken a new job ▢ [9] Been a victim of a crime ▢ [10] Visited an emergency room ▢ [11] Visited a doctor for a regular examination ▢ [12] Received a raise at work ▢ [13] Had a pay cut at work varlabel: None,CC20_305_6 [CC20_305] {multiple} Over the past year have you... (Allows multiple selections) ▢ [1] Married ▢ [2] Lost a job ▢ [3] Finished school ▢ [4] Retired ▢ [5] Divorced ▢ [6] Had a child ▢ [7] Taken a new job ▢ [9] Been a victim of a crime ▢ [10] Visited an emergency room ▢ [11] Visited a doctor for a regular examination ▢ [12] Received a raise at work ▢ [13] Had a pay cut at work,CC20_305,False,source_pre,1.0,2,0.1014157082598675
CC20_305_7,CC20_305,True,22,1,False,False,True,False,[CC20_305] {multiple} Over the past year have you... (Allows multiple selections) ▢ [1] Married ▢ [2] Lost a job ▢ [3] Finished school ▢ [4] Retired ▢ [5] Divorced ▢ [6] Had a child ▢ [7] Taken a new job ▢ [9] Been a victim of a crime ▢ [10] Visited an emergency room ▢ [11] Visited a doctor for a regular examination ▢ [12] Received a raise at work ▢ [13] Had a pay cut at work varlabel: None,CC20_305_7 [CC20_305] {multiple} Over the past year have you... (Allows multiple selections) ▢ [1] Married ▢ [2] Lost a job ▢ [3] Finished school ▢ [4] Retired ▢ [5] Divorced ▢ [6] Had a child ▢ [7] Taken a new job ▢ [9] Been a victim of a crime ▢ [10] Visited an emergency room ▢ [11] Visited a doctor for a regular examination ▢ [12] Received a raise at work ▢ [13] Had a pay cut at work,CC20_305,False,source_pre,1.0,2,0.319113428148828
CC20_305_9,CC20_305,True,22,1,False,False,True,False,[CC20_305] {multiple} Over the past year have you... (Allows multiple selections) ▢ [1] Married ▢ [2] Lost a job ▢ [3] Finished school ▢ [4] Retired ▢ [5] Divorced ▢ [6] Had a child ▢ [7] Taken a new job ▢ [9] Been a victim of a crime ▢ [10] Visited an emergency room ▢ [11] Visited a doctor for a regular examination ▢ [12] Received a raise at work ▢ [13] Had a pay cut at work varlabel: None,CC20_305_9 [CC20_305] {multiple} Over the past year have you... (Allows multiple selections) ▢ [1] Married ▢ [2] Lost a job ▢ [3] Finished school ▢ [4] Retired ▢ [5] Divorced ▢ [6] Had a child ▢ [7] Taken a new job ▢ [9] Been a victim of a crime ▢ [10] Visited an emergency room ▢ [11] Visited a doctor for a regular examination ▢ [12] Received a raise at work ▢ [13] Had a pay cut at work,CC20_305,False,source_pre,1.0,2,0.1301586910556196
CC20_307,CC20_307,True,23,1,False,False,False,False,[CC20_307] {single} Do the police make you feel...? (Allows one selection) ◯ [1] Mostly safe ◯ [2] Somewhat safe ◯ [3] Somewhat unsafe ◯ [4] Mostly unsafe varlabel: None,[CC20_307] {single} Do the police make you feel...? (Allows one selection) ◯ [1] Mostly safe ◯ [2] Somewhat safe ◯ [3] Somewhat unsafe ◯ [4] Mostly unsafe,,True,source_pre,0.9987003161917324,4,1.1671283804179653
CC20_309a_1,CC20_309,True,24,5,False,False,True,False,"Questionnaire [CC20_309a] {multiple} Have you or someone you know been diagnosed with the novel coronavirus (COVID-19) during the past year? (select all that apply) (Allows multiple selections) ▢ [1] Yes, I have ▢ [2] Yes, a family member ▢ [3] Yes, a friend ▢ [4] Yes, a co-worker ▢ [5] No, I do not know anyone who has been diagnosed varlabel: None","CC20_309a_1 [CC20_309a] {multiple} Have you or someone you know been diagnosed with the novel coronavirus (COVID-19) during the past year? (select all that apply) (Allows multiple selections) ▢ [1] Yes, I have ▢ [2] Yes, a family member ▢ [3] Yes, a friend ▢ [4] Yes, a co-worker ▢ [5] No, I do not know anyone who has been diagnosed",CC20_309a,False,source_pre,1.0,2,0.1800813109513619
CC20_309a_2,CC20_309,True,24,5,False,False,True,False,"Questionnaire [CC20_309a] {multiple} Have you or someone you know been diagnosed with the novel coronavirus (COVID-19) during the past year? (select all that apply) (Allows multiple selections) ▢ [1] Yes, I have ▢ [2] Yes, a family member ▢ [3] Yes, a friend ▢ [4] Yes, a co-worker ▢ [5] No, I do not know anyone who has been diagnosed varlabel: None","CC20_309a_2 [CC20_309a] {multiple} Have you or someone you know been diagnosed with the novel coronavirus (COVID-19) during the past year? (select all that apply) (Allows multiple selections) ▢ [1] Yes, I have ▢ [2] Yes, a family member ▢ [3] Yes, a friend ▢ [4] Yes, a co-worker ▢ [5] No, I do not know anyone who has been diagnosed",CC20_309a,False,source_pre,1.0,2,0.5115123100235909
CC20_309a_3,CC20_309,True,24,5,False,False,True,False,"Questionnaire [CC20_309a] {multiple} Have you or someone you know been diagnosed with the novel coronavirus (COVID-19) during the past year? (select all that apply) (Allows multiple selections) ▢ [1] Yes, I have ▢ [2] Yes, a family member ▢ [3] Yes, a friend ▢ [4] Yes, a co-worker ▢ [5] No, I do not know anyone who has been diagnosed varlabel: None","CC20_309a_3 [CC20_309a] {multiple} Have you or someone you know been diagnosed with the novel coronavirus (COVID-19) during the past year? (select all that apply) (Allows multiple selections) ▢ [1] Yes, I have ▢ [2] Yes, a family member ▢ [3] Yes, a friend ▢ [4] Yes, a co-worker ▢ [5] No, I do not know anyone who has been diagnosed",CC20_309a,False,source_pre,1.0,2,0.6283183830911819
